iter	Logloss
867	0.1211868574
868	0.1211506899
869	0.1211093945
870	0.1210801392
871	0.1210479431
872	0.1210205705
873	0.1209958149
874	0.1209573296
875	0.1209257211
876	0.1208791843
877	0.1208434703
878	0.1207896415
879	0.1207527686
880	0.1207111935
881	0.120685301
882	0.1206653281
883	0.1206277084
884	0.1205742366
885	0.1205495495
886	0.1205188624
887	0.120480534
888	0.1204304793
889	0.1203899477
890	0.1203590113
891	0.1203409771
892	0.1203111937
893	0.1202745344
894	0.1202390425
895	0.1202337452
896	0.1201963128
897	0.1201688961
898	0.1201373698
899	0.1200891444
900	0.1200419786
901	0.1199972085
902	0.1199504123
903	0.119910013
904	0.1198726417
905	0.1198271162
906	0.119778745
907	0.1197348378
908	0.1197104204
909	0.1196689402
910	0.1196334127
911	0.1195934321
912	0.1195738686
913	0.1195229162
914	0.1194780189
915	0.1194047928
916	0.1193820292
917	0.1193485345
918	0.1193132952
919	0.1192714233
920	0.1192318132
921	0.1191931034
922	0.1191609336
923	0.1191310722
924	0.1190712636
925	0.119049508
926	0.1190134472
927	0.1189742983
928	0.118935201
929	0.1189017775
930	0.118879592
931	0.118841941
932	0.1187982
933	0.1187472509
934	0.118728096
935	0.1187073517
936	0.1186553675
937	0.1186174766
938	0.1185756904
939	0.1185463554
940	0.118509986
941	0.1185057636
942	0.118473064
943	0.1184470952
944	0.1184135005
945	0.1183788266
946	0.1183373761
947	0.1182207269
948	0.1181746767
949	0.1181397959
950	0.1180815091
951	0.1180531837
952	0.1179855711
953	0.117958836
954	0.1179034992
955	0.1178531689
956	0.1178264626
957	0.1177952406
958	0.1177809821
959	0.1177531492
960	0.1177279502
961	0.1176924057
962	0.1176579717
963	0.1176317529
964	0.1175848236
965	0.1175514196
966	0.1175129674
967	0.1174770092
968	0.1174484617
969	0.1174113651
970	0.1173505927
971	0.1172901637
972	0.1172633464
973	0.1172152354
974	0.1171932144
975	0.1171665938
976	0.1170779953
977	0.1170358437
978	0.1170105269
979	0.1169588191
980	0.116920556
981	0.1168612111
982	0.1168175049
983	0.1167816264
984	0.1167478739
985	0.1167059284
986	0.116673951
987	0.1166479848
988	0.1166049169
989	0.1165701998
990	0.1165286246
991	0.1164951859
992	0.1164525808
993	0.1164170244
994	0.1163769302
995	0.1163224843
996	0.1162570758
997	0.1162214839
998	0.1161825019
999	0.1161471142
